Identificador,Parametro-0,Parametro-1,Agente,Ronda,Estado,Puntaje,Politica_lag,Politica,Consistencia
0,10,0.1,1,18,1,1,6.0,6,1.0
0,10,0.1,1,19,1,1,6.0,6,1.0
0,10,0.1,1,20,1,1,6.0,6,1.0
0,10,0.1,1,21,1,1,6.0,6,1.0
0,10,0.1,1,22,1,1,6.0,6,1.0
0,10,0.1,1,23,1,1,6.0,6,1.0
0,10,0.1,1,24,1,1,6.0,6,1.0
0,10,0.1,1,25,1,1,6.0,6,1.0
0,10,0.1,1,26,1,1,6.0,6,1.0
0,10,0.1,1,27,1,1,6.0,6,1.0
0,10,0.1,1,28,1,1,6.0,6,1.0
0,10,0.1,1,29,1,1,6.0,6,1.0
0,10,0.1,1,30,1,1,6.0,6,1.0
0,10,0.1,1,31,1,1,6.0,6,1.0
0,10,0.1,1,32,1,1,6.0,6,1.0
0,10,0.1,1,33,1,1,6.0,6,1.0
0,10,0.1,1,34,1,1,6.0,6,1.0
0,10,0.1,1,35,1,1,6.0,6,1.0
0,10,0.1,1,36,1,1,6.0,6,1.0
0,10,0.1,1,37,1,1,6.0,6,1.0
0,10,0.1,1,38,1,1,6.0,6,1.0
0,10,0.1,1,39,1,1,6.0,6,1.0
0,10,0.1,1,40,1,1,6.0,6,1.0
0,10,0.1,1,41,1,1,6.0,6,1.0
0,10,0.1,1,42,1,1,6.0,6,1.0
0,10,0.1,1,43,1,1,6.0,6,1.0
0,10,0.1,1,44,1,1,6.0,6,1.0
0,10,0.1,1,45,1,1,6.0,6,1.0
0,10,0.1,1,46,1,1,6.0,6,1.0
0,10,0.1,1,47,1,1,6.0,6,1.0
0,10,0.1,1,48,1,1,6.0,6,1.0
0,10,0.1,1,49,1,1,6.0,6,1.0
0,10,0.1,1,50,1,1,6.0,6,1.0
0,10,0.1,1,51,1,1,6.0,6,1.0
0,10,0.1,1,52,1,1,6.0,6,1.0
0,10,0.1,1,53,1,1,6.0,6,1.0
0,10,0.1,1,54,1,1,6.0,6,1.0
0,10,0.1,1,55,1,1,6.0,6,1.0
0,10,0.1,1,56,1,1,6.0,6,1.0
0,10,0.1,1,57,1,1,6.0,6,1.0
0,10,0.1,1,58,1,1,6.0,6,1.0
0,10,0.1,1,59,1,1,6.0,6,1.0
0,10,0.1,1,60,1,1,6.0,6,1.0
0,10,0.1,1,61,1,1,6.0,6,1.0
0,10,0.1,1,62,1,1,6.0,6,1.0
0,10,0.1,1,63,1,1,6.0,6,1.0
0,10,0.1,1,64,1,1,6.0,6,1.0
0,10,0.1,1,65,1,1,6.0,6,1.0
0,10,0.1,1,66,1,1,6.0,6,1.0
0,10,0.1,1,67,1,1,6.0,6,1.0
0,10,0.1,1,68,1,1,6.0,6,1.0
0,10,0.1,1,69,1,1,6.0,6,1.0
0,10,0.1,1,70,1,1,6.0,6,1.0
0,10,0.1,1,71,1,1,6.0,6,1.0
0,10,0.1,1,72,1,1,6.0,6,1.0
0,10,0.1,1,73,1,1,6.0,6,1.0
0,10,0.1,1,74,1,1,6.0,6,1.0
0,10,0.1,1,75,1,1,6.0,6,1.0
0,10,0.1,1,76,1,1,6.0,6,1.0
0,10,0.1,1,77,1,1,6.0,6,1.0
0,10,0.1,1,78,1,1,6.0,6,1.0
0,10,0.1,1,79,1,1,6.0,6,1.0
0,10,0.1,1,80,1,1,6.0,6,1.0
0,10,0.1,1,81,1,1,6.0,6,1.0
0,10,0.1,1,82,1,1,6.0,6,1.0
0,10,0.1,1,83,1,1,6.0,6,1.0
0,10,0.1,1,84,1,1,6.0,6,1.0
0,10,0.1,1,85,1,1,6.0,6,1.0
0,10,0.1,1,86,1,1,6.0,6,1.0
0,10,0.1,1,87,1,1,6.0,6,1.0
0,10,0.1,1,88,1,1,6.0,6,1.0
0,10,0.1,1,89,1,1,6.0,6,1.0
0,10,0.1,1,90,1,1,6.0,6,1.0
0,10,0.1,1,91,1,1,6.0,6,1.0
0,10,0.1,1,92,1,1,6.0,6,1.0
0,10,0.1,1,93,1,1,6.0,6,1.0
0,10,0.1,1,94,1,1,6.0,6,1.0
0,10,0.1,1,95,1,1,6.0,6,1.0
0,10,0.1,1,96,1,1,6.0,6,1.0
0,10,0.1,1,97,1,1,6.0,6,1.0
0,10,0.1,1,98,1,1,6.0,6,1.0
0,10,0.1,1,99,1,1,6.0,6,1.0
0,10,0.1,2,0,1,1,,4,
0,10,0.1,2,1,0,0,4.0,4,1.0
0,10,0.1,2,2,1,-1,4.0,3,0.0
0,10,0.1,2,3,1,1,3.0,3,1.0
0,10,0.1,2,4,1,1,3.0,3,1.0
0,10,0.1,2,5,1,1,3.0,3,1.0
0,10,0.1,2,6,1,1,3.0,3,1.0
0,10,0.1,2,7,1,1,3.0,3,1.0
0,10,0.1,2,8,1,1,3.0,3,1.0
0,10,0.1,2,9,1,1,3.0,3,1.0
0,10,0.1,2,10,1,1,3.0,3,1.0
0,10,0.1,2,11,1,1,3.0,3,1.0
0,10,0.1,2,12,1,1,3.0,3,1.0
0,10,0.1,2,13,1,1,3.0,3,1.0
0,10,0.1,2,14,1,1,3.0,3,1.0
0,10,0.1,2,15,1,1,3.0,3,1.0
0,10,0.1,2,16,1,1,3.0,3,1.0
0,10,0.1,2,17,1,1,3.0,3,1.0
0,10,0.1,2,18,1,1,3.0,3,1.0
0,10,0.1,2,19,1,1,3.0,3,1.0
0,10,0.1,2,20,1,1,3.0,3,1.0
0,10,0.1,2,21,1,1,3.0,3,1.0
0,10,0.1,2,22,1,1,3.0,3,1.0
0,10,0.1,2,23,1,1,3.0,3,1.0
0,10,0.1,2,24,1,1,3.0,3,1.0
0,10,0.1,2,25,1,1,3.0,3,1.0
0,10,0.1,2,26,1,1,3.0,3,1.0
0,10,0.1,2,27,1,1,3.0,3,1.0
0,10,0.1,2,28,1,1,3.0,3,1.0
0,10,0.1,2,29,1,1,3.0,3,1.0
0,10,0.1,2,30,1,1,3.0,3,1.0
0,10,0.1,2,31,1,1,3.0,3,1.0
0,10,0.1,2,32,1,1,3.0,3,1.0
0,10,0.1,2,33,1,1,3.0,3,1.0
0,10,0.1,2,34,1,1,3.0,3,1.0
0,10,0.1,2,35,1,1,3.0,3,1.0
0,10,0.1,2,36,1,1,3.0,3,1.0
0,10,0.1,2,37,1,1,3.0,3,1.0
0,10,0.1,2,38,1,1,3.0,3,1.0
0,10,0.1,2,39,1,1,3.0,3,1.0
0,10,0.1,2,40,1,1,3.0,3,1.0
0,10,0.1,2,41,1,1,3.0,3,1.0
0,10,0.1,2,42,1,1,3.0,3,1.0
0,10,0.1,2,43,1,1,3.0,3,1.0
0,10,0.1,2,44,1,1,3.0,3,1.0
0,10,0.1,2,45,1,1,3.0,3,1.0
0,10,0.1,2,46,1,1,3.0,3,1.0
0,10,0.1,2,47,1,1,3.0,3,1.0
0,10,0.1,2,48,1,1,3.0,3,1.0
0,10,0.1,2,49,1,1,3.0,3,1.0
0,10,0.1,2,50,1,1,3.0,3,1.0
0,10,0.1,2,51,1,1,3.0,3,1.0
0,10,0.1,2,52,1,1,3.0,3,1.0
0,10,0.1,2,53,1,1,3.0,3,1.0
0,10,0.1,2,54,1,1,3.0,3,1.0
0,10,0.1,2,55,1,1,3.0,3,1.0
0,10,0.1,2,56,1,1,3.0,3,1.0
0,10,0.1,2,57,1,1,3.0,3,1.0
0,10,0.1,2,58,1,1,3.0,3,1.0
0,10,0.1,2,59,1,1,3.0,3,1.0
0,10,0.1,2,60,1,1,3.0,3,1.0
0,10,0.1,2,61,1,1,3.0,3,1.0
0,10,0.1,2,62,1,1,3.0,3,1.0
0,10,0.1,2,63,1,1,3.0,3,1.0
0,10,0.1,2,64,1,1,3.0,3,1.0
0,10,0.1,2,65,1,1,3.0,3,1.0
0,10,0.1,2,66,1,1,3.0,3,1.0
0,10,0.1,2,67,1,1,3.0,3,1.0
0,10,0.1,2,68,1,1,3.0,3,1.0
0,10,0.1,2,69,1,1,3.0,3,1.0
0,10,0.1,2,70,1,1,3.0,3,1.0
0,10,0.1,2,71,1,1,3.0,3,1.0
0,10,0.1,2,72,1,1,3.0,3,1.0
0,10,0.1,2,73,1,1,3.0,3,1.0
0,10,0.1,2,74,1,1,3.0,3,1.0
0,10,0.1,2,75,1,1,3.0,3,1.0
0,10,0.1,2,76,1,1,3.0,3,1.0
0,10,0.1,2,77,1,1,3.0,3,1.0
0,10,0.1,2,78,1,1,3.0,3,1.0
0,10,0.1,2,79,1,1,3.0,3,1.0
0,10,0.1,2,80,1,1,3.0,3,1.0
0,10,0.1,2,81,1,1,3.0,3,1.0
0,10,0.1,2,82,1,1,3.0,3,1.0
0,10,0.1,2,83,1,1,3.0,3,1.0
0,10,0.1,2,84,1,1,3.0,3,1.0
0,10,0.1,2,85,1,1,3.0,3,1.0
0,10,0.1,2,86,1,1,3.0,3,1.0
0,10,0.1,2,87,1,1,3.0,3,1.0
0,10,0.1,2,88,1,1,3.0,3,1.0
0,10,0.1,2,89,1,1,3.0,3,1.0
0,10,0.1,2,90,1,1,3.0,3,1.0
0,10,0.1,2,91,1,1,3.0,3,1.0
0,10,0.1,2,92,1,1,3.0,3,1.0
0,10,0.1,2,93,1,1,3.0,3,1.0
0,10,0.1,2,94,1,1,3.0,3,1.0
0,10,0.1,2,95,1,1,3.0,3,1.0
0,10,0.1,2,96,1,1,3.0,3,1.0
0,10,0.1,2,97,1,1,3.0,3,1.0
0,10,0.1,2,98,1,1,3.0,3,1.0
0,10,0.1,2,99,1,1,3.0,3,1.0
0,10,0.1,3,0,0,0,,2,
0,10,0.1,3,1,0,0,2.0,2,1.0
0,10,0.1,3,2,0,0,2.0,2,1.0
0,10,0.1,3,3,0,0,2.0,2,1.0
0,10,0.1,3,4,0,0,2.0,2,1.0
0,10,0.1,3,5,0,0,2.0,2,1.0
0,10,0.1,3,6,0,0,2.0,2,1.0
0,10,0.1,3,7,0,0,2.0,2,1.0
0,10,0.1,3,8,0,0,2.0,2,1.0
0,10,0.1,3,9,0,0,2.0,2,1.0
0,10,0.1,3,10,0,0,2.0,2,1.0
0,10,0.1,3,11,0,0,2.0,2,1.0
0,10,0.1,3,12,0,0,2.0,2,1.0
0,10,0.1,3,13,0,0,2.0,2,1.0
0,10,0.1,3,14,0,0,2.0,2,1.0
0,10,0.1,3,15,0,0,2.0,2,1.0
0,10,0.1,3,16,0,0,2.0,2,1.0
0,10,0.1,3,17,0,0,2.0,2,1.0
0,10,0.1,3,18,0,0,2.0,2,1.0
0,10,0.1,3,19,0,0,2.0,2,1.0
0,10,0.1,3,20,0,0,2.0,2,1.0
0,10,0.1,3,21,0,0,2.0,2,1.0
0,10,0.1,3,22,0,0,2.0,2,1.0
0,10,0.1,3,23,0,0,2.0,2,1.0
0,10,0.1,3,24,0,0,2.0,2,1.0
0,10,0.1,3,25,0,0,2.0,2,1.0
0,10,0.1,3,26,0,0,2.0,2,1.0
0,10,0.1,3,27,0,0,2.0,2,1.0
0,10,0.1,3,28,0,0,2.0,2,1.0
0,10,0.1,3,29,0,0,2.0,2,1.0
0,10,0.1,3,30,0,0,2.0,2,1.0
0,10,0.1,3,31,0,0,2.0,2,1.0
0,10,0.1,3,32,0,0,2.0,2,1.0
0,10,0.1,3,33,0,0,2.0,2,1.0
0,10,0.1,3,34,0,0,2.0,2,1.0
0,10,0.1,3,35,0,0,2.0,2,1.0
0,10,0.1,3,36,0,0,2.0,2,1.0
0,10,0.1,3,37,0,0,2.0,2,1.0
0,10,0.1,3,38,0,0,2.0,2,1.0
0,10,0.1,3,39,0,0,2.0,2,1.0
0,10,0.1,3,40,0,0,2.0,2,1.0
0,10,0.1,3,41,0,0,2.0,2,1.0
0,10,0.1,3,42,0,0,2.0,2,1.0
0,10,0.1,3,43,0,0,2.0,2,1.0
0,10,0.1,3,44,0,0,2.0,2,1.0
0,10,0.1,3,45,0,0,2.0,2,1.0
0,10,0.1,3,46,0,0,2.0,2,1.0
0,10,0.1,3,47,0,0,2.0,2,1.0
0,10,0.1,3,48,0,0,2.0,2,1.0
0,10,0.1,3,49,0,0,2.0,2,1.0
0,10,0.1,3,50,0,0,2.0,2,1.0
0,10,0.1,3,51,0,0,2.0,2,1.0
0,10,0.1,3,52,0,0,2.0,2,1.0
0,10,0.1,3,53,0,0,2.0,2,1.0
0,10,0.1,3,54,0,0,2.0,2,1.0
0,10,0.1,3,55,0,0,2.0,2,1.0
0,10,0.1,3,56,0,0,2.0,2,1.0
0,10,0.1,3,57,0,0,2.0,2,1.0
0,10,0.1,3,58,0,0,2.0,2,1.0
0,10,0.1,3,59,0,0,2.0,2,1.0
0,10,0.1,3,60,0,0,2.0,2,1.0
0,10,0.1,3,61,0,0,2.0,2,1.0
0,10,0.1,3,62,0,0,2.0,2,1.0
0,10,0.1,3,63,0,0,2.0,2,1.0
0,10,0.1,3,64,0,0,2.0,2,1.0
0,10,0.1,3,65,0,0,2.0,2,1.0
0,10,0.1,3,66,0,0,2.0,2,1.0
0,10,0.1,3,67,0,0,2.0,2,1.0
0,10,0.1,3,68,0,0,2.0,2,1.0
0,10,0.1,3,69,0,0,2.0,2,1.0
0,10,0.1,3,70,0,0,2.0,2,1.0
0,10,0.1,3,71,0,0,2.0,2,1.0
0,10,0.1,3,72,0,0,2.0,2,1.0
0,10,0.1,3,73,0,0,2.0,2,1.0
0,10,0.1,3,74,0,0,2.0,2,1.0
0,10,0.1,3,75,0,0,2.0,2,1.0
0,10,0.1,3,76,0,0,2.0,2,1.0
0,10,0.1,3,77,0,0,2.0,2,1.0
0,10,0.1,3,78,0,0,2.0,2,1.0
0,10,0.1,3,79,0,0,2.0,2,1.0
0,10,0.1,3,80,0,0,2.0,2,1.0
0,10,0.1,3,81,0,0,2.0,2,1.0
0,10,0.1,3,82,0,0,2.0,2,1.0
0,10,0.1,3,83,0,0,2.0,2,1.0
0,10,0.1,3,84,0,0,2.0,2,1.0
0,10,0.1,3,85,0,0,2.0,2,1.0
0,10,0.1,3,86,0,0,2.0,2,1.0
0,10,0.1,3,87,0,0,2.0,2,1.0
0,10,0.1,3,88,0,0,2.0,2,1.0
0,10,0.1,3,89,0,0,2.0,2,1.0
0,10,0.1,3,90,0,0,2.0,2,1.0
0,10,0.1,3,91,0,0,2.0,2,1.0
0,10,0.1,3,92,0,0,2.0,2,1.0
0,10,0.1,3,93,0,0,2.0,2,1.0
0,10,0.1,3,94,0,0,2.0,2,1.0
0,10,0.1,3,95,0,0,2.0,2,1.0
0,10,0.1,3,96,0,0,2.0,2,1.0
0,10,0.1,3,97,0,0,2.0,2,1.0
0,10,0.1,3,98,0,0,2.0,2,1.0
0,10,0.1,3,99,0,0,2.0,2,1.0
0,10,0.1,4,0,1,1,,3,
0,10,0.1,4,1,1,1,3.0,3,1.0
0,10,0.1,4,2,1,-1,3.0,3,1.0
0,10,0.1,4,3,1,1,3.0,3,1.0
0,10,0.1,4,4,1,1,3.0,3,1.0
0,10,0.1,4,5,1,1,3.0,3,1.0
0,10,0.1,4,6,1,1,3.0,3,1.0
0,10,0.1,4,7,1,1,3.0,3,1.0
0,10,0.1,4,8,1,1,3.0,3,1.0
0,10,0.1,4,9,1,1,3.0,3,1.0
0,10,0.1,4,10,1,1,3.0,3,1.0
0,10,0.1,4,11,1,1,3.0,3,1.0
0,10,0.1,4,12,1,1,3.0,3,1.0
0,10,0.1,4,13,1,1,3.0,3,1.0
0,10,0.1,4,14,1,1,3.0,3,1.0
0,10,0.1,4,15,1,1,3.0,3,1.0
0,10,0.1,4,16,1,1,3.0,3,1.0
0,10,0.1,4,17,1,1,3.0,3,1.0
0,10,0.1,4,18,1,1,3.0,3,1.0
0,10,0.1,4,19,1,1,3.0,3,1.0
0,10,0.1,4,20,1,1,3.0,3,1.0
0,10,0.1,4,21,1,1,3.0,3,1.0
0,10,0.1,4,22,1,1,3.0,3,1.0
0,10,0.1,4,23,1,1,3.0,3,1.0
0,10,0.1,4,24,1,1,3.0,3,1.0
0,10,0.1,4,25,1,1,3.0,3,1.0
0,10,0.1,4,26,1,1,3.0,3,1.0
0,10,0.1,4,27,1,1,3.0,3,1.0
0,10,0.1,4,28,1,1,3.0,3,1.0
0,10,0.1,4,29,1,1,3.0,3,1.0
0,10,0.1,4,30,1,1,3.0,3,1.0
0,10,0.1,4,31,1,1,3.0,3,1.0
0,10,0.1,4,32,1,1,3.0,3,1.0
0,10,0.1,4,33,1,1,3.0,3,1.0
0,10,0.1,4,34,1,1,3.0,3,1.0
0,10,0.1,4,35,1,1,3.0,3,1.0
0,10,0.1,4,36,1,1,3.0,3,1.0
0,10,0.1,4,37,1,1,3.0,3,1.0
0,10,0.1,4,38,1,1,3.0,3,1.0
0,10,0.1,4,39,1,1,3.0,3,1.0
0,10,0.1,4,40,1,1,3.0,3,1.0
0,10,0.1,4,41,1,1,3.0,3,1.0
0,10,0.1,4,42,1,1,3.0,3,1.0
0,10,0.1,4,43,1,1,3.0,3,1.0
0,10,0.1,4,44,1,1,3.0,3,1.0
0,10,0.1,4,45,1,1,3.0,3,1.0
0,10,0.1,4,46,1,1,3.0,3,1.0
0,10,0.1,4,47,1,1,3.0,3,1.0
0,10,0.1,4,48,1,1,3.0,3,1.0
0,10,0.1,4,49,1,1,3.0,3,1.0
0,10,0.1,4,50,1,1,3.0,3,1.0
0,10,0.1,4,51,1,1,3.0,3,1.0
0,10,0.1,4,52,1,1,3.0,3,1.0
0,10,0.1,4,53,1,1,3.0,3,1.0
0,10,0.1,4,54,1,1,3.0,3,1.0
0,10,0.1,4,55,1,1,3.0,3,1.0
0,10,0.1,4,56,1,1,3.0,3,1.0
0,10,0.1,4,57,1,1,3.0,3,1.0
0,10,0.1,4,58,1,1,3.0,3,1.0
0,10,0.1,4,59,1,1,3.0,3,1.0
0,10,0.1,4,60,1,1,3.0,3,1.0
0,10,0.1,4,61,1,1,3.0,3,1.0
0,10,0.1,4,62,1,1,3.0,3,1.0
0,10,0.1,4,63,1,1,3.0,3,1.0
0,10,0.1,4,64,1,1,3.0,3,1.0
0,10,0.1,4,65,1,1,3.0,3,1.0
0,10,0.1,4,66,1,1,3.0,3,1.0
0,10,0.1,4,67,1,1,3.0,3,1.0
0,10,0.1,4,68,1,1,3.0,3,1.0
0,10,0.1,4,69,1,1,3.0,3,1.0
0,10,0.1,4,70,1,1,3.0,3,1.0
0,10,0.1,4,71,1,1,3.0,3,1.0
0,10,0.1,4,72,1,1,3.0,3,1.0
0,10,0.1,4,73,1,1,3.0,3,1.0
0,10,0.1,4,74,1,1,3.0,3,1.0
0,10,0.1,4,75,1,1,3.0,3,1.0
0,10,0.1,4,76,1,1,3.0,3,1.0
0,10,0.1,4,77,1,1,3.0,3,1.0
0,10,0.1,4,78,1,1,3.0,3,1.0
0,10,0.1,4,79,1,1,3.0,3,1.0
0,10,0.1,4,80,1,1,3.0,3,1.0
0,10,0.1,4,81,1,1,3.0,3,1.0
0,10,0.1,4,82,1,1,3.0,3,1.0
0,10,0.1,4,83,1,1,3.0,3,1.0
0,10,0.1,4,84,1,1,3.0,3,1.0
0,10,0.1,4,85,1,1,3.0,3,1.0
0,10,0.1,4,86,1,1,3.0,3,1.0
0,10,0.1,4,87,1,1,3.0,3,1.0
0,10,0.1,4,88,1,1,3.0,3,1.0
0,10,0.1,4,89,1,1,3.0,3,1.0
0,10,0.1,4,90,1,1,3.0,3,1.0
0,10,0.1,4,91,1,1,3.0,3,1.0
0,10,0.1,4,92,1,1,3.0,3,1.0
0,10,0.1,4,93,1,1,3.0,3,1.0
0,10,0.1,4,94,1,1,3.0,3,1.0
0,10,0.1,4,95,1,1,3.0,3,1.0
0,10,0.1,4,96,1,1,3.0,3,1.0
0,10,0.1,4,97,1,1,3.0,3,1.0
0,10,0.1,4,98,1,1,3.0,3,1.0
0,10,0.1,4,99,1,1,3.0,3,1.0
0,10,0.1,5,0,1,1,,7,
0,10,0.1,5,1,1,1,7.0,7,1.0
0,10,0.1,5,2,1,-1,7.0,7,1.0
0,10,0.1,5,3,1,1,7.0,7,1.0
0,10,0.1,5,4,1,1,7.0,7,1.0
0,10,0.1,5,5,1,1,7.0,7,1.0
0,10,0.1,5,6,1,1,7.0,7,1.0
0,10,0.1,5,7,1,1,7.0,7,1.0
0,10,0.1,5,8,1,1,7.0,7,1.0
0,10,0.1,5,9,1,1,7.0,7,1.0
0,10,0.1,5,10,1,1,7.0,7,1.0
0,10,0.1,5,11,1,1,7.0,7,1.0
0,10,0.1,5,12,1,1,7.0,7,1.0
0,10,0.1,5,13,1,1,7.0,7,1.0
0,10,0.1,5,14,1,1,7.0,7,1.0
0,10,0.1,5,15,1,1,7.0,7,1.0
0,10,0.1,5,16,1,1,7.0,7,1.0
0,10,0.1,5,17,1,1,7.0,7,1.0
0,10,0.1,5,18,1,1,7.0,7,1.0
0,10,0.1,5,19,1,1,7.0,7,1.0
0,10,0.1,5,20,1,1,7.0,7,1.0
0,10,0.1,5,21,1,1,7.0,7,1.0
0,10,0.1,5,22,1,1,7.0,7,1.0
0,10,0.1,5,23,1,1,7.0,7,1.0
0,10,0.1,5,24,1,1,7.0,7,1.0
0,10,0.1,5,25,1,1,7.0,7,1.0
0,10,0.1,5,26,1,1,7.0,7,1.0
0,10,0.1,5,27,1,1,7.0,7,1.0
0,10,0.1,5,28,1,1,7.0,7,1.0
0,10,0.1,5,29,1,1,7.0,7,1.0
0,10,0.1,5,30,1,1,7.0,7,1.0
0,10,0.1,5,31,1,1,7.0,7,1.0
0,10,0.1,5,32,1,1,7.0,7,1.0
0,10,0.1,5,33,1,1,7.0,7,1.0
0,10,0.1,5,34,1,1,7.0,7,1.0
